"journal","issn","quartile","impact_factor","category","jcr_year"
"JACC-Journal of the American College of Cardiology","1558-3597","Q1","22.3","CARDIAC & CARDIOVASCULAR SYSTEMS","2025"
"DRUG RESISTANCE UPDATES","1368-7646","Q1","22.0","PHARMACOLOGY & PHARMACY","2025"
"DRUG RESISTANCE UPDATES","1532-2084","Q1","22.0","PHARMACOLOGY & PHARMACY","2025"
"Nature Reviews Psychology","N/A","Q1","22.0","PSYCHOLOGY, MULTIDISCIPLINARY","2025"
"Nature Reviews Psychology","2731-0574","Q1","22.0","PSYCHOLOGY, MULTIDISCIPLINARY","2025"
"INTENSIVE CARE MEDICINE","0342-4642","Q1","22.0","CRITICAL CARE MEDICINE","2025"
"INTENSIVE CARE MEDICINE","1432-1238","Q1","22.0","CRITICAL CARE MEDICINE","2025"
"Lancet Microbe","N/A","Q1","21.9","Multiple","2025"
"Lancet Microbe","2666-5247","Q1","21.9","Multiple","2025"
"KIDNEY INTERNATIONAL","0085-2538","Q1","21.8","UROLOGY & NEPHROLOGY","2025"
"KIDNEY INTERNATIONAL","1523-1755","Q1","21.8","UROLOGY & NEPHROLOGY","2025"
"AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE","1073-449X","Q1","21.7","Multiple","2025"
"AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE","1535-4970","Q1","21.7","Multiple","2025"
"Clinical and Molecular Hepatology","2287-2728","Q1","21.7","GASTROENTEROLOGY & HEPATOLOGY","2025"
"Clinical and Molecular Hepatology","2287-285X","Q1","21.7","GASTROENTEROLOGY & HEPATOLOGY","2025"
"Journal of Extracellular Vesicles","N/A","Q1","21.7","CELL BIOLOGY","2025"
"Journal of Extracellular Vesicles","2001-3078","Q1","21.7","CELL BIOLOGY","2025"
"Trends in Cancer","2405-8033","Q1","21.6","ONCOLOGY","2025"
"Trends in Cancer","2405-8025","Q1","21.6","ONCOLOGY","2025"
"Green Energy and Intelligent Transportation","2097-2512","Q1","21.5","TRANSPORTATION SCIENCE & TECHNOLOGY","2025"
"Green Energy and Intelligent Transportation","2773-1537","Q1","21.5","TRANSPORTATION SCIENCE & TECHNOLOGY","2025"
"Carbon Neutralization","2769-3333","Q1","21.5","Multiple","2025"
"Carbon Neutralization","2769-3325","Q1","21.5","Multiple","2025"
"Carbon Energy","N/A","Q1","21.4","Multiple","2025"
"Carbon Energy","2637-9368","Q1","21.4","Multiple","2025"
"TRENDS IN PLANT SCIENCE","1360-1385","Q1","21.2","PLANT SCIENCES","2025"
"TRENDS IN PLANT SCIENCE","1878-4372","Q1","21.2","PLANT SCIENCES","2025"
"Lancet Psychiatry","2215-0366","Q1","21.1","PSYCHIATRY","2025"
"Lancet Psychiatry","2215-0374","Q1","21.1","PSYCHIATRY","2025"
"MATERIALS SCIENCE & ENGINEERING R-REPORTS","0927-796X","Q1","21.1","Multiple","2025"
"MATERIALS SCIENCE & ENGINEERING R-REPORTS","1879-212X","Q1","21.1","Multiple","2025"
"ADVANCED DRUG DELIVERY REVIEWS","0169-409X","Q1","21.0","PHARMACOLOGY & PHARMACY","2025"
"ADVANCED DRUG DELIVERY REVIEWS","1872-8294","Q1","21.0","PHARMACOLOGY & PHARMACY","2025"
"Cyborg and Bionic Systems","N/A","Q1","20.9","Multiple","2025"
"Cyborg and Bionic Systems","2692-7632","Q1","20.9","Multiple","2025"
"Science Bulletin","2095-9273","Q1","20.7","MULTIDISCIPLINARY SCIENCES","2025"
"Science Bulletin","2095-9281","Q1","20.7","MULTIDISCIPLINARY SCIENCES","2025"
"CLINICAL MICROBIOLOGY REVIEWS","0893-8512","Q1","20.7","MICROBIOLOGY","2025"
"CLINICAL MICROBIOLOGY REVIEWS","1098-6618","Q1","20.7","MICROBIOLOGY","2025"
"Nature Geoscience","1752-0894","Q1","20.6","GEOSCIENCES, MULTIDISCIPLINARY","2025"
"Nature Geoscience","1752-0908","Q1","20.6","GEOSCIENCES, MULTIDISCIPLINARY","2025"
"Lancet Planetary Health","N/A","Q1","20.5","Multiple","2025"
"Lancet Planetary Health","2542-5196","Q1","20.5","Multiple","2025"
"Lancet Healthy Longevity","2666-7568","Q1","20.5","GERIATRICS & GERONTOLOGY","2025"
"Nano Materials Science","2096-6482","Q1","20.5","Multiple","2025"
"Nano Materials Science","2589-9651","Q1","20.5","Multiple","2025"
"Lancet Haematology","2352-3026","Q1","20.4","HEMATOLOGY","2025"
"Lancet Haematology","N/A","Q1","20.4","HEMATOLOGY","2025"
"IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE","0162-8828","Q1","20.4","Multiple","2025"
"IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE","1939-3539","Q1","20.4","Multiple","2025"
"EnergyChem","2589-7780","Q1","20.4","Multiple","2025"
"NATURE NEUROSCIENCE","1097-6256","Q1","20.3","NEUROSCIENCES","2025"
"NATURE NEUROSCIENCE","1546-1726","Q1","20.3","NEUROSCIENCES","2025"
"SEMINARS IN CANCER BIOLOGY","1044-579X","Q1","20.3","ONCOLOGY","2025"
"SEMINARS IN CANCER BIOLOGY","1096-3650","Q1","20.3","ONCOLOGY","2025"
"Nature Computational Science","N/A","Q1","20.3","Multiple","2025"
"Nature Computational Science","2662-8457","Q1","20.3","Multiple","2025"
"Annual Review of Physiology","0066-4278","Q1","20.3","PHYSIOLOGY","2025"
"Annual Review of Physiology","1545-1585","Q1","20.3","PHYSIOLOGY","2025"
"TRENDS IN COGNITIVE SCIENCES","1364-6613","Q1","20.3","Multiple","2025"
"TRENDS IN COGNITIVE SCIENCES","1879-307X","Q1","20.3","Multiple","2025"
"PHARMACOLOGICAL REVIEWS","0031-6997","Q1","20.3","PHARMACOLOGY & PHARMACY","2025"
"PHARMACOLOGICAL REVIEWS","1521-0081","Q1","20.3","PHARMACOLOGY & PHARMACY","2025"
"HUMAN REPRODUCTION UPDATE","1355-4786","Q1","20.1","Multiple","2025"
"HUMAN REPRODUCTION UPDATE","1460-2369","Q1","20.1","Multiple","2025"
"Bone Research","2095-4700","Q1","20.1","CELL & TISSUE ENGINEERING","2025"
"Bone Research","2095-6231","Q1","20.1","CELL & TISSUE ENGINEERING","2025"
"Radiology-Artificial Intelligence","2638-6100","Q1","20.1","Multiple","2025"
"ASTRONOMY AND ASTROPHYSICS REVIEW","0935-4956","Q1","20.1","ASTRONOMY & ASTROPHYSICS","2025"
"ASTRONOMY AND ASTROPHYSICS REVIEW","1432-0754","Q1","20.1","ASTRONOMY & ASTROPHYSICS","2025"
"TRENDS IN ENDOCRINOLOGY AND METABOLISM","1043-2760","Q1","20.1","ENDOCRINOLOGY & METABOLISM","2025"
"TRENDS IN ENDOCRINOLOGY AND METABOLISM","1879-3061","Q1","20.1","ENDOCRINOLOGY & METABOLISM","2025"
"Mycosphere","2077-7000","Q1","19.9","MYCOLOGY","2025"
"Mycosphere","2077-7019","Q1","19.9","MYCOLOGY","2025"
"Journal of Bioresources and Bioproducts","2097-2415","Q1","19.9","MATERIALS SCIENCE, PAPER & WOOD","2025"
"Journal of Bioresources and Bioproducts","2369-9698","Q1","19.9","MATERIALS SCIENCE, PAPER & WOOD","2025"
"PSYCHOLOGICAL BULLETIN","0033-2909","Q1","19.9","Multiple","2025"
"PSYCHOLOGICAL BULLETIN","1939-1455","Q1","19.9","Multiple","2025"
"ADVANCED FUNCTIONAL MATERIALS","1616-301X","Q1","19.9","Multiple","2025"
"ADVANCED FUNCTIONAL MATERIALS","1616-3028","Q1","19.9","Multiple","2025"
"Applied Catalysis B-Environment and Energy","0926-3373","Q1","19.7","Multiple","2025"
"Applied Catalysis B-Environment and Energy","1873-3883","Q1","19.7","Multiple","2025"
"Molecular Neurodegeneration","N/A","Q1","19.6","NEUROSCIENCES","2025"
"Molecular Neurodegeneration","1750-1326","Q1","19.6","NEUROSCIENCES","2025"
"InfoMat","N/A","Q1","19.6","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"InfoMat","2567-3165","Q1","19.6","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"Advanced Photonics","N/A","Q1","19.5","OPTICS","2025"
"Advanced Photonics","2577-5421","Q1","19.5","OPTICS","2025"
"Energy Storage Materials","2405-8297","Q1","19.3","Multiple","2025"
"Energy Storage Materials","2405-8289","Q1","19.3","Multiple","2025"
"SusMat","2766-8479","Q1","19.2","Multiple","2025"
"SusMat","2692-4552","Q1","19.2","Multiple","2025"
"Journal of Nanostructure in Chemistry","2008-9244","Q1","19.2","Multiple","2025"
"Journal of Nanostructure in Chemistry","2193-8865","Q1","19.2","Multiple","2025"
"Translational Neurodegeneration","2047-9158","Q1","19.1","NEUROSCIENCES","2025"
"Chem","2451-9294","Q1","19.1","CHEMISTRY, MULTIDISCIPLINARY","2025"
"Applied Mechanics Reviews","0003-6900","Q1","19.1","MECHANICS","2025"
"Applied Mechanics Reviews","2379-0407","Q1","19.1","MECHANICS","2025"
"JACC-Cardiovascular Imaging","1936-878X","Q1","19.0","Multiple","2025"
"JACC-Cardiovascular Imaging","1876-7591","Q1","19.0","Multiple","2025"
"Annual Review of Pharmacology and Toxicology","0362-1642","Q1","19.0","Multiple","2025"
"Annual Review of Pharmacology and Toxicology","1545-4304","Q1","19.0","Multiple","2025"
"Annual Review of Medicine","0066-4219","Q1","18.8","MEDICINE, RESEARCH & EXPERIMENTAL","2025"
"Annual Review of Medicine","1545-326X","Q1","18.8","MEDICINE, RESEARCH & EXPERIMENTAL","2025"
"ARTIFICIAL INTELLIGENCE REVIEW","0269-2821","Q1","18.8","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2025"
"ARTIFICIAL INTELLIGENCE REVIEW","1573-7462","Q1","18.8","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2025"
"Nature Microbiology","2058-5276","Q1","18.7","MICROBIOLOGY","2025"
"eTransportation","2590-1168","Q1","18.7","Multiple","2025"
"TRENDS IN MICROBIOLOGY","0966-842X","Q1","18.7","Multiple","2025"
"TRENDS IN MICROBIOLOGY","1878-4380","Q1","18.7","Multiple","2025"
"Annual Review of Clinical Psychology","1548-5943","Q1","18.6","Multiple","2025"
"Annual Review of Clinical Psychology","1548-5951","Q1","18.6","Multiple","2025"
"Autophagy","1554-8627","Q1","18.6","CELL BIOLOGY","2025"
"Autophagy","1554-8635","Q1","18.6","CELL BIOLOGY","2025"
"Nature Protocols","1754-2189","Q1","18.4","BIOCHEMICAL RESEARCH METHODS","2025"
"Nature Protocols","1750-2799","Q1","18.4","BIOCHEMICAL RESEARCH METHODS","2025"
"Advanced Industrial and Engineering Polymer Research","2542-5048","Q1","18.4","Multiple","2025"
"STUDIES IN MYCOLOGY","0166-0616","Q1","18.3","MYCOLOGY","2025"
"STUDIES IN MYCOLOGY","1872-9797","Q1","18.3","MYCOLOGY","2025"
"IEEE-CAA Journal of Automatica Sinica","2329-9266","Q1","18.3","AUTOMATION & CONTROL SYSTEMS","2025"
"IEEE-CAA Journal of Automatica Sinica","2329-9274","Q1","18.3","AUTOMATION & CONTROL SYSTEMS","2025"
"Advances in Applied Energy","2666-7924","Q1","18.3","ENERGY & FUELS","2025"
"Protein & Cell","1674-800X","Q1","18.2","CELL BIOLOGY","2025"
"Protein & Cell","1674-8018","Q1","18.2","CELL BIOLOGY","2025"
"Nature Communications","N/A","Q1","18.1","MULTIDISCIPLINARY SCIENCES","2025"
"Nature Communications","2041-1723","Q1","18.1","MULTIDISCIPLINARY SCIENCES","2025"
"National Science Review","2095-5138","Q1","18.1","MULTIDISCIPLINARY SCIENCES","2025"
"National Science Review","2053-714X","Q1","18.1","MULTIDISCIPLINARY SCIENCES","2025"
"PROGRESS IN LIPID RESEARCH","0163-7827","Q1","18.1","Multiple","2025"
"PROGRESS IN LIPID RESEARCH","1873-2194","Q1","18.1","Multiple","2025"
"TRENDS IN MOLECULAR MEDICINE","1471-4914","Q1","18.1","Multiple","2025"
"TRENDS IN MOLECULAR MEDICINE","1471-499X","Q1","18.1","Multiple","2025"
"Nature Physics","1745-2473","Q1","18.0","PHYSICS, MULTIDISCIPLINARY","2025"
"Nature Physics","1745-2481","Q1","18.0","PHYSICS, MULTIDISCIPLINARY","2025"
"JAMA Psychiatry","2168-622X","Q1","18.0","PSYCHIATRY","2025"
"JAMA Psychiatry","2168-6238","Q1","18.0","PSYCHIATRY","2025"
"PhotoniX","N/A","Q1","18.0","OPTICS","2025"
"PhotoniX","2662-1991","Q1","18.0","OPTICS","2025"
"CIRCULATION RESEARCH","0009-7330","Q1","18.0","Multiple","2025"
"CIRCULATION RESEARCH","1524-4571","Q1","18.0","Multiple","2025"
"npj Digital Medicine","2398-6352","Q1","18.0","Multiple","2025"
"Academy of Management Annals","1941-6520","Q1","18.0","Multiple","2025"
"Academy of Management Annals","1941-6067","Q1","18.0","Multiple","2025"
"HEPATOLOGY","0270-9139","Q1","18.0","GASTROENTEROLOGY & HEPATOLOGY","2025"
"HEPATOLOGY","1527-3350","Q1","18.0","GASTROENTEROLOGY & HEPATOLOGY","2025"
"RENEWABLE & SUSTAINABLE ENERGY REVIEWS","1364-0321","Q1","18.0","Multiple","2025"
"RENEWABLE & SUSTAINABLE ENERGY REVIEWS","1879-0690","Q1","18.0","Multiple","2025"
"ACCOUNTS OF CHEMICAL RESEARCH","0001-4842","Q1","18.0","CHEMISTRY, MULTIDISCIPLINARY","2025"
"ACCOUNTS OF CHEMICAL RESEARCH","1520-4898","Q1","18.0","CHEMISTRY, MULTIDISCIPLINARY","2025"
"Smart Learning Environments","N/A","Q1","17.9","EDUCATION & EDUCATIONAL RESEARCH","2025"
"Smart Learning Environments","2196-7091","Q1","17.9","EDUCATION & EDUCATIONAL RESEARCH","2025"
"TRENDS IN ECOLOGY & EVOLUTION","0169-5347","Q1","17.9","Multiple","2025"
"TRENDS IN ECOLOGY & EVOLUTION","1872-8383","Q1","17.9","Multiple","2025"
"PERIODONTOLOGY 2000","0906-6713","Q1","17.8","DENTISTRY, ORAL SURGERY & MEDICINE","2025"
"PERIODONTOLOGY 2000","1600-0757","Q1","17.8","DENTISTRY, ORAL SURGERY & MEDICINE","2025"
"Psychological Science in the Public Interest","1529-1006","Q1","17.6","PSYCHOLOGY, MULTIDISCIPLINARY","2025"
"Psychological Science in the Public Interest","2160-0031","Q1","17.6","PSYCHOLOGY, MULTIDISCIPLINARY","2025"
"AMERICAN JOURNAL OF BIOETHICS","1526-5161","Q1","17.6","Multiple","2025"
"AMERICAN JOURNAL OF BIOETHICS","1536-0075","Q1","17.6","Multiple","2025"
"International Journal of Oral Science","1674-2818","Q1","17.6","DENTISTRY, ORAL SURGERY & MEDICINE","2025"
"International Journal of Oral Science","2049-3169","Q1","17.6","DENTISTRY, ORAL SURGERY & MEDICINE","2025"
"RADIOLOGY","0033-8419","Q1","17.6","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","2025"
"RADIOLOGY","1527-1315","Q1","17.6","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","2025"
"ANGEWANDTE CHEMIE-INTERNATIONAL EDITION","1433-7851","Q1","17.6","CHEMISTRY, MULTIDISCIPLINARY","2025"
"ANGEWANDTE CHEMIE-INTERNATIONAL EDITION","1521-3773","Q1","17.6","CHEMISTRY, MULTIDISCIPLINARY","2025"
"Nature Human Behaviour","2397-3374","Q1","17.5","Multiple","2025"
"Journal of the National Comprehensive Cancer Network","1540-1405","Q1","17.5","ONCOLOGY","2025"
"Journal of the National Comprehensive Cancer Network","1540-1413","Q1","17.5","ONCOLOGY","2025"
"ACS Energy Letters","2380-8195","Q1","17.5","Multiple","2025"
"Experimental Hematology & Oncology","N/A","Q1","17.5","Multiple","2025"
"Experimental Hematology & Oncology","2162-3619","Q1","17.5","Multiple","2025"
"EXPERIMENTAL AND MOLECULAR MEDICINE","1226-3613","Q1","17.5","Multiple","2025"
"EXPERIMENTAL AND MOLECULAR MEDICINE","2092-6413","Q1","17.5","Multiple","2025"
"Computer Science Review","1574-0137","Q1","17.5","Multiple","2025"
"Computer Science Review","1876-7745","Q1","17.5","Multiple","2025"
"Information Fusion","1566-2535","Q1","17.4","Multiple","2025"
"Information Fusion","1872-6305","Q1","17.4","Multiple","2025"
"TRENDS IN FOOD SCIENCE & TECHNOLOGY","0924-2244","Q1","17.4","FOOD SCIENCE & TECHNOLOGY","2025"
"TRENDS IN FOOD SCIENCE & TECHNOLOGY","1879-3053","Q1","17.4","FOOD SCIENCE & TECHNOLOGY","2025"
"Energy Material Advances","2097-1133","Q1","17.4","PHYSICS, APPLIED","2025"
"Energy Material Advances","2692-7640","Q1","17.4","PHYSICS, APPLIED","2025"
"ACS Nano","1936-0851","Q1","17.3","Multiple","2025"
"ACS Nano","1936-086X","Q1","17.3","Multiple","2025"
"ANNALS OF INTERNAL MEDICINE","0003-4819","Q1","17.2","MEDICINE, GENERAL & INTERNAL","2025"
"ANNALS OF INTERNAL MEDICINE","1539-3704","Q1","17.2","MEDICINE, GENERAL & INTERNAL","2025"
"Annual Review of Public Health","0163-7525","Q1","17.2","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"Annual Review of Public Health","1545-2093","Q1","17.2","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"Chinese Journal of Catalysis","0253-9837","Q1","17.2","Multiple","2025"
"Chinese Journal of Catalysis","1872-2067","Q1","17.2","Multiple","2025"
"BMEMat","2751-7438","Q1","17.2","Multiple","2025"
"BMEMat","2751-7446","Q1","17.2","Multiple","2025"
"JAMA Pediatrics","2168-6203","Q1","17.1","PEDIATRICS","2025"
"JAMA Pediatrics","2168-6211","Q1","17.1","PEDIATRICS","2025"
"Nature Ecology & Evolution","2397-334X","Q1","17.1","Multiple","2025"
"Journal of Advanced Research","2090-1232","Q1","17.1","MULTIDISCIPLINARY SCIENCES","2025"
"Journal of Advanced Research","2090-1224","Q1","17.1","MULTIDISCIPLINARY SCIENCES","2025"
"Current Obesity Reports","2162-4968","Q1","17.0","Multiple","2025"
"INTERNATIONAL MATERIALS REVIEWS","0950-6608","Q1","17.0","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"INTERNATIONAL MATERIALS REVIEWS","1743-2804","Q1","17.0","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"Neuron","0896-6273","Q1","16.9","NEUROSCIENCES","2025"
"Neuron","1097-4199","Q1","16.9","NEUROSCIENCES","2025"
"Annual Review of Entomology","0066-4170","Q1","16.9","ENTOMOLOGY","2025"
"Annual Review of Entomology","1545-4487","Q1","16.9","ENTOMOLOGY","2025"
"Cell Discovery","N/A","Q1","16.9","CELL BIOLOGY","2025"
"Cell Discovery","2056-5968","Q1","16.9","CELL BIOLOGY","2025"
"FEMS MICROBIOLOGY REVIEWS","0168-6445","Q1","16.9","MICROBIOLOGY","2025"
"FEMS MICROBIOLOGY REVIEWS","1574-6976","Q1","16.9","MICROBIOLOGY","2025"
"Physical Review X","2160-3308","Q1","16.8","PHYSICS, MULTIDISCIPLINARY","2025"
"IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","0733-8716","Q1","16.8","Multiple","2025"
"IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS","1558-0008","Q1","16.8","Multiple","2025"
"Journal of Materials Science & Technology","1005-0302","Q1","16.8","Multiple","2025"
"Journal of Materials Science & Technology","1941-1162","Q1","16.8","Multiple","2025"
"Smart Molecules","2751-4587","Q1","16.8","CHEMISTRY, MULTIDISCIPLINARY","2025"
"Smart Molecules","2751-4595","Q1","16.8","CHEMISTRY, MULTIDISCIPLINARY","2025"
"METABOLISM-CLINICAL AND EXPERIMENTAL","0026-0495","Q1","16.7","ENDOCRINOLOGY & METABOLISM","2025"
"METABOLISM-CLINICAL AND EXPERIMENTAL","1532-8600","Q1","16.7","ENDOCRINOLOGY & METABOLISM","2025"
"Nano Energy","2211-2855","Q1","16.7","Multiple","2025"
"Nano Energy","2211-3282","Q1","16.7","Multiple","2025"
"Green Energy & Environment","2096-2797","Q1","16.7","Multiple","2025"
"Green Energy & Environment","2468-0257","Q1","16.7","Multiple","2025"
"Journal of the American Chemical Society","0002-7863","Q1","16.6","CHEMISTRY, MULTIDISCIPLINARY","2025"
"Journal of the American Chemical Society","1520-5126","Q1","16.6","CHEMISTRY, MULTIDISCIPLINARY","2025"
"TRENDS IN BIOTECHNOLOGY","0167-7799","Q1","16.6","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","2025"
"TRENDS IN BIOTECHNOLOGY","1879-3096","Q1","16.6","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","2025"
"Energy Reviews","N/A","Q1","16.5","Multiple","2025"
"Energy Reviews","2772-9702","Q1","16.5","Multiple","2025"
"Science Immunology","2470-9468","Q1","16.4","IMMUNOLOGY","2025"
"Biomedical Technology","N/A","Q1","16.4","Multiple","2025"
"Biomedical Technology","2949-723X","Q1","16.4","Multiple","2025"
"Annual Review of Environment and Resources","1543-5938","Q1","16.3","Multiple","2025"
"Annual Review of Environment and Resources","1545-2050","Q1","16.3","Multiple","2025"
"MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT","0149-2195","Q1","16.2","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT","1545-861X","Q1","16.2","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"PROGRESS IN RETINAL AND EYE RESEARCH","1350-9462","Q1","16.2","OPHTHALMOLOGY","2025"
"PROGRESS IN RETINAL AND EYE RESEARCH","1873-1635","Q1","16.2","OPHTHALMOLOGY","2025"
"Redox Biology","2213-2317","Q1","16.2","BIOCHEMISTRY & MOLECULAR BIOLOGY","2025"
"Clinical Gastroenterology and Hepatology","1542-3565","Q1","16.2","GASTROENTEROLOGY & HEPATOLOGY","2025"
"Clinical Gastroenterology and Hepatology","1542-7714","Q1","16.2","GASTROENTEROLOGY & HEPATOLOGY","2025"
"Materials Reports: Energy","N/A","Q1","16.2","Multiple","2025"
"Materials Reports: Energy","2666-9358","Q1","16.2","Multiple","2025"
"Artificial Intelligence in Agriculture","2097-2113","Q1","16.1","Multiple","2025"
"Artificial Intelligence in Agriculture","2589-7217","Q1","16.1","Multiple","2025"
"Molecular Cell","1097-2765","Q1","16.0","Multiple","2025"
"Molecular Cell","1097-4164","Q1","16.0","Multiple","2025"
"IEEE Reviews in Biomedical Engineering","1937-3333","Q1","16.0","ENGINEERING, BIOMEDICAL","2025"
"IEEE Reviews in Biomedical Engineering","1941-1189","Q1","16.0","ENGINEERING, BIOMEDICAL","2025"
"International Journal of Mining Science and Technology","2095-2686","Q1","15.9","MINING & MINERAL PROCESSING","2025"
"International Journal of Mining Science and Technology","2212-6066","Q1","15.9","MINING & MINERAL PROCESSING","2025"
"AMERICAN JOURNAL OF PSYCHIATRY","0002-953X","Q1","15.9","PSYCHIATRY","2025"
"AMERICAN JOURNAL OF PSYCHIATRY","1535-7228","Q1","15.9","PSYCHIATRY","2025"
"IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION","1089-778X","Q1","15.9","Multiple","2025"
"IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION","1941-0026","Q1","15.9","Multiple","2025"
"Biogeotechnics","N/A","Q1","15.9","ENGINEERING, GEOLOGICAL","2025"
"Biogeotechnics","2949-9291","Q1","15.9","ENGINEERING, GEOLOGICAL","2025"
"PROGRESS IN PARTICLE AND NUCLEAR PHYSICS","0146-6410","Q1","15.9","Multiple","2025"
"PROGRESS IN PARTICLE AND NUCLEAR PHYSICS","1873-2224","Q1","15.9","Multiple","2025"
"Soft Science","N/A","Q1","15.9","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"Soft Science","2769-5441","Q1","15.9","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"Nature Chemical Biology","1552-4450","Q1","15.8","BIOCHEMISTRY & MOLECULAR BIOLOGY","2025"
"Nature Chemical Biology","1552-4469","Q1","15.8","BIOCHEMISTRY & MOLECULAR BIOLOGY","2025"
"Journal of Magnesium and Alloys","2213-9567","Q1","15.8","Multiple","2025"
"Lancet Regional Health-Europe","2666-7762","Q1","15.7","Multiple","2025"
"Matter","2590-2393","Q1","15.7","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
